ID;Hindi Synset ID;Sanskrit;Hindi;Assamiya;Oriya;Urdu;Kannada;Kashmiri;Gujarati;Tamil;Telugu;Punjabi;Bangla;Marathi;Malayalam;Sindhi
150;2682;अस्त;अस्त;अस्त;अस्त;null;अस्त;अस्त;अस्त;अस्तमम्;अस्तमु;अस्त;अस्त;अस्त;अस्तमनम्;अस्त
151;3558;अस्त्र;अस्त्र;अस्त्र;अस्त्र;null;अस्त्र;अस्त्र;अस्तिरम्;अस्त्रमु;अस्त्र;अस्त्र;अस्त्र;अस्त्र;अस्त्रम्;अस्त्र
152;647;अस्थि;अस्थि;अस्थि;अस्थि;null;अस्थि;अस्थि;अस्थि;अस्थि;अस्थि;अस्थि;अस्थि;अस्थि;अस्थि;अस्थि
153;3275;अहिंसा;अहिंसा;अहिंसा;अहिंसा;null;अहिंस;अहिंसा;अहिंसा;null;अहिंसा;अहिंसा;अहिंसा;अहिंसा;अहिंसा;अहिंसा
154;12019;आकर्षण;आकर्षण;आकर्षण;आकर्षण;null;आकर्षण;आकर्षण;आकर्षण;आकरुषणम्;आकर्षणमु;null;आकर्षण;आकर्षण;आकर्षणम्;आकर्षण
155;3246;आकलन;आकलन;आकलन;आकलन;null;आकलन;null;आकलन;null;आकलनमु;null;आकलन;आकलन;आकलनम्;null
156;2242;आकस्मिक;आकस्मिक;आकस्मिक;आकस्मिक;null;आकस्मिक;आकस्मिक;आकस्मिक;आकस्मिकम्;आकस्मिकमु;null;आकश्मिक;आकस्मिक;आकस्मिकम्;null
157;2994;आकांक्षा;आकांक्षा;आकांक्षा;आकांख्या;null;आकांक्ष;आकांक्षा;आकांक्षा;आकांगिशै;आकांक्ष;null;आकांक्षा;आकांक्षा;आकांक्ष;आकांक्षा
158;3387;आकार;आकार;आकार;आकार;null;आकार;आकार;आकार;आकारम्;आकारमु;आकार;आकार;आकार;आकारम्;आकार
159;2176;आकाश;आकाश;आकाश;आकाश;आकाश;आकाश;आकाश;आकाश;आगाशम्;आकाशमु;आकाश;आकाश;आकाश;आकाशम्;आकाश
160;8506;आकाशवाणी;आकाशवाणी;आकाशवाणी;आकाशवाणी;आकाशवानी;आकाशवाणि;आकाशवाणी;आकाशवाणी;आकाशवाणी;आकाशवाणी;आकाशवाणी;आकाशवाणी;आकाशवाणी;आकाशवाणी;आकाशवाणी
161;2779;आकुल;आकुल;आकुल;आकुल;null;आकुल;null;आकुल;आकुलम्;आकुलमु;null;आकुल;आकुल;आकुलम्;आकुल
162;3387;आकृति;आकृति;आकृति;आकृति;null;आकृति;null;आकृति;आकिरुदि;आकृति;null;आकृति;आकृति;आकृति;आकृति
163;2605;आक्रमण;आक्रमण;आक्रमण;आक्रमण;null;आक्रमण;आक्रमण;आक्रमण;अक्रिरमम्;आक्रमणमु;null;आक्रमण;आक्रमण;आक्रमण;आक्रमण
164;16524;आक्रांत;आक्रांत;आक्रांत;आक्रांत;null;आक्रांत;आक्रांत;आक्रांत;null;आक्रांतमु;null;आक्रांत;आक्रांत;आक्रांतन्;null
165;2817;आक्रोश;आक्रोश;आक्रोश;आक्रोश;null;आक्रोश;null;आक्रोश;आक्कुरोशम्;आक्रोशमु;null;आक्रोश;आक्रोश;आक्रोशम्;आक्रोश
166;15368;आक्षेप;आक्षेप;आक्षेप;आख्येप;null;आक्षेप;null;आक्षेप;आट्शेशम्;आक्षेपमु;null;आक्षेप;आक्षेप;आक्षेपम्;आक्षेप
167;10531;आख्यायिका;आख्यायिका;आख्यायिका;आख्यायिका;null;आख्यायिका;null;आख्यायिका;आक्कियानम्;आख्यायिक;null;आख्यायिका;आख्यायिका;आख्यायिक;आख्यायिका
168;2611;आगंतुक;आगंतुक;आगंतुक;आगंन्तुक;null;आगंतुक;null;आगंतुक;null;आगंतुकमु;null;आगंतुक;आगंतुक;आगंतुकन्;null
169;125;आग्रह;आग्रह;आग्रह;आग्रह;null;आग्रह;आग्रह;आग्रह;आक्किरहम्;आग्रहमु;null;आग्रह;आग्रह;आग्रहम्;आग्रह
170;593;आघात;आघात;आघात;आघात;null;आघात;null;आघात;null;आघातमु;आघात;आघात;आघात;आघातम्;आघात
171;1843;आचरण;आचरण;आचरण;आचरण;null;आचरण;null;आचरण;null;आचरणमु;आचरण;आचरण;आचरण;आचरणम्;आचरण
172;1843;आचार;आचार;आचार;आचार;null;आचार;आचार;आचार;आचारम्;आचारमु;आचार;आचार;आचार;आचारम्;आचार
173;2803;आचार्य;आचार्य;आचार्य;आचार्य;null;आचार्य;आचार्य;आचार्य;आचारियन्;आचार्युडु;आचार्य;आचार्य;आचार्य;आचार्यन्;आचार्य
174;31392;आच्छादन;आच्छादन;आच्छादन;आच्छादन;null;आच्छादन;आच्छादन;आच्छादन;null;आच्छादनमु;null;आच्छादन;आच्छादन;आच्छादनम्;null
175;105;आज्ञा;आज्ञा;आज्ञा;आज्ञा;आज्ञा;आज्ञ;आज्ञा;आज्ञा;आग्ज्ञै;आज्ञ;आज्ञा;आज्ञा;आज्ञा;आज्ञ;आज्ञा
176;3362;आडम्बर;आडम्बर;आडम्बर;आडम्बर;null;आडम्बर;आडम्बर;आडंबर;आडम्बरम्;आडम्बरमु;आडम्बर;आडम्बर;आडम्बर;आडम्बरम्;आडम्बर
177;3366;आतंक;आतंक;आतंक;आतंक;null;आतंक;आतंक;आतंक;आदंकम्;आतंकम्;null;आतंक;आतंक;आतंकम्;आतंक
178;23355;आततायी;आततायी;आततायी;आततायी;null;आततायी;आततायी;आततायी;null;आततायि;null;आततायी;आततायी;आततायी;null
179;2779;आतुर;आतुर;आतुर;आतुर;null;आतुर;आतुर;आतुर;आदुरम्;आतरुडु;null;आतुर;आतुर;आतुरन्;आतुर
